"","hostile_offline","hostile_offline1","hostile_offline2","hostile_offline3","hostile_online","hostile_online1","hostile_online2","hostile_online3","hostile_online4","hostile_online5","talk_offline","talk_offline1","talk_offline2","talk_offline3","talk_offline4","talk_offline5","talk_online","talk_online1","talk_online2","talk_online3","talk_online4","talk_online5","tone_online4","tone_online5","tone_online6","tone_online1","tone_online2","tone_online3","tone_online_neg","tone_online_pos","tone_offline4","tone_offline5","tone_offline6","tone_offline1","tone_offline2","tone_offline3","tone_offline_neg","tone_offline_pos","aggression","ders","sdrt","aggression1","aggression2","aggression3","aggression4","aggression5","aggression6","aggression7","aggression8","aggression9","aggression10","aggression11","aggression12","ders1","ders2","ders3","ders4","ders5","ders6","ders7","ders8","ders9","ders10","ders11","ders12","sdrt1","sdrt2","sdrt3","sdrt4","sdrt5","sdrt6","sdrt7","sdrt8","sdrt9","sdrt10","sdrt11","sdrt12","sdrt13","sdrt14","female","age","age_year","highered","income","pid","white"
"1",0.0555555555555555,1,2,1,0,1,1,1,1,1,0.0333333333333333,0,0,0,0,0.166666666666667,0,0,0,0,0,0,1,1,1,1,1,2,0,0.0555555555555555,1,1,2,1,1,1,0.0555555555555555,0,0.0833333333333333,0.166666666666667,0.345238095238095,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,7,1,1,1,1,1,7,7,1,1,1,6,1,7,1,0.609756097560976,45,1,0.533333333333333,0.5,1
"2",0,1,1,1,0,1,1,1,1,1,0.266666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,6,6,6,3,2,2,0.833333333333333,0.222222222222222,3,2,3,5,4,3,0.277777777777778,0.5,0.0555555555555555,0.152777777777778,0.25,1,1,1,1,1,2,2,2,1,1,1,2,1,3,3,2,2,1,3,4,1,1,1,1,4,3,5,1,1,1,5,4,3,3,1,1,1,2,1,0.365853658536585,35,1,0.6,0.166666666666667,1
"3",0.333333333333333,3,2,4,0.3,4,3,2,3,2,0.2,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.233333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,5,3,4,4,5,3,0.5,0.5,4,2,4,3,5,4,0.388888888888889,0.5,0.791666666666667,0.708333333333333,0.619047619047619,6,2,6,6,6,5,6,7,5,6,7,7,6,6,5,6,7,6,2,1,6,6,7,5,3,7,6,6,7,6,1,2,5,6,6,2,7,2,0,0.365853658536585,35,1,0.666666666666667,0.666666666666667,1
"4",0.888888888888889,6,6,7,0.9,6,7,6,6,7,0.733333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.666666666666667,0.733333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,7,6,7,7,7,6,0.944444444444445,0.944444444444445,6,6,7,7,6,6,0.888888888888889,0.888888888888889,0.847222222222222,0.805555555555555,0.619047619047619,6,1,7,7,6,7,7,7,6,6,6,7,7,7,7,7,6,7,1,2,7,6,6,7,2,6,7,5,6,6,2,2,7,7,7,2,5,2,0,0.365853658536585,35,1,0.733333333333333,0.333333333333333,0
"5",0,1,1,1,0,1,1,1,1,1,0.133333333333333,0.333333333333333,0,0,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0,0.333333333333333,0.166666666666667,3,3,3,5,5,4,0.333333333333333,0.611111111111111,3,3,3,5,6,3,0.333333333333333,0.611111111111111,0.125,0.0416666666666667,0.130952380952381,1,4,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,7,1,1,61,0,0.2,0.833333333333333,1
"6",0,1,1,1,0,1,1,1,1,1,0.1,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.0333333333333333,0.166666666666667,0,0,0,0,7,7,7,2,2,2,1,0.166666666666667,4,4,4,4,4,4,0.5,0.5,0.180555555555556,0.277777777777778,0,1,1,1,1,1,4,2,3,1,3,1,6,1,4,6,3,1,2,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.731707317073171,50,0,0.6,1,1
"7",0,1,1,1,0,1,1,1,1,1,0.0666666666666667,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0,6,6,6,2,2,2,0.833333333333333,0.166666666666667,3,3,4,4,4,4,0.388888888888889,0.5,0.277777777777778,0.222222222222222,0.0595238095238095,1,3,2,1,1,3,5,4,4,3,2,3,2,2,1,5,1,1,5,3,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,0,1,61,1,NA,0,1
"8",0.0555555555555555,2,1,1,0,1,1,1,1,1,0.333333333333333,0.666666666666667,0,0.166666666666667,0.666666666666667,0.166666666666667,0.133333333333333,0.333333333333333,0,0,0.166666666666667,0.166666666666667,7,6,7,1,2,4,0.944444444444445,0.222222222222222,5,5,4,4,2,4,0.611111111111111,0.388888888888889,0.319444444444444,0.361111111111111,0.238095238095238,2,4,2,1,1,2,5,2,2,6,4,4,2,1,7,3,4,4,2,3,4,2,5,1,2,1,2,3,1,4,1,3,3,2,2,1,6,3,1,0.48780487804878,40,0,0.6,0.166666666666667,1
"9",0.0555555555555555,2,1,1,0,1,1,1,1,1,0.533333333333333,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,7,7,7,2,1,2,1,0.111111111111111,2,2,2,7,7,4,0.166666666666667,0.833333333333333,0.597222222222222,0.0833333333333333,0.571428571428572,3,5,2,7,7,7,7,7,7,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,7,3,4,7,1,4,7,5,7,7,7,1,1,1,0,0.731707317073171,50,0,0.333333333333333,0,1
"10",0,1,1,1,0,1,1,1,1,1,0.1,0.333333333333333,0,0,0.166666666666667,0,0,0,0,0,0,0,4,4,4,4,4,4,0.5,0.5,4,4,4,4,4,4,0.5,0.5,0.402777777777778,0.263888888888889,0.178571428571429,2,3,2,5,3,3,5,6,2,2,2,6,3,2,4,2,3,2,3,5,1,3,2,1,2,1,1,1,1,1,7,2,1,1,1,7,1,2,1,0.853658536585366,55,0,NA,1,0
"11",0,1,1,1,0,1,1,1,1,1,0.133333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,4,4,1,4,4,3,0.333333333333333,0.444444444444444,1,1,1,4,4,4,0,0.5,0.5,0.486111111111111,0.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0.365853658536585,35,0,0.133333333333333,0,0
"12",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0.25,0.375,0.476190476190476,7,4,1,3,2,1,1,1,1,2,3,4,3,6,3,2,1,1,7,7,1,4,1,3,6,3,2,2,3,5,4,4,2,4,4,5,5,5,0,0,20,0,NA,0.5,1
"13",0.0555555555555555,1,2,1,0,1,1,1,1,1,0.2,0.166666666666667,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0,0,0,0,0,6,6,6,4,6,5,0.833333333333333,0.666666666666667,2,1,2,4,6,4,0.111111111111111,0.611111111111111,0.263888888888889,0.166666666666667,0.30952380952381,1,2,1,2,4,7,2,2,1,4,1,4,1,3,3,2,2,1,2,4,1,1,3,1,3,3,4,4,3,2,4,4,1,1,5,4,1,1,0,1,61,0,0.2,0.5,1
"14",0.111111111111111,2,2,1,0.0666666666666667,1,1,2,2,1,0.3,0.333333333333333,0.333333333333333,0,0.333333333333333,0.5,0.4,0.5,0.5,0,0.5,0.5,4,4,4,4,4,4,0.5,0.5,4,4,4,4,4,4,0.5,0.5,0.5,0.5,0.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,20,0,0.333333333333333,0.166666666666667,0
"15",0,1,1,1,0,1,1,1,1,1,0.333333333333333,0.666666666666667,0,0.166666666666667,0.166666666666667,0.666666666666667,0.3,0.666666666666667,0,0.166666666666667,0.5,0.166666666666667,4,4,4,2,1,1,0.5,0.0555555555555555,7,5,5,2,1,1,0.777777777777778,0.0555555555555555,0.236111111111111,0.0277777777777778,0.488095238095238,3,4,1,1,1,1,1,1,1,7,3,5,1,1,1,1,1,1,3,1,1,1,1,1,5,4,3,4,3,3,5,5,4,4,3,5,3,4,0,0.365853658536585,35,1,0.2,0.5,1
"16",0,1,1,1,0,1,1,1,1,1,0.0333333333333333,0.166666666666667,0,0,0,0,0.0333333333333333,0.166666666666667,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2,2,1,0,0.111111111111111,0.458333333333333,0.486111111111111,0.488095238095238,4,4,5,3,1,2,5,5,4,5,3,4,4,4,5,4,4,3,3,5,4,3,4,4,5,3,3,4,4,3,3,6,3,3,4,4,4,6,0,1,61,0,0.2,0.166666666666667,1
"17",0,1,1,1,0,1,1,1,1,1,0.266666666666667,0.5,0.166666666666667,0,0.5,0.166666666666667,0.0666666666666667,0.166666666666667,0,0,0.166666666666667,0,4,2,4,4,4,2,0.388888888888889,0.388888888888889,4,3,3,3,4,4,0.388888888888889,0.444444444444444,0.0416666666666667,0.138888888888889,0.107142857142857,1,3,1,1,1,1,2,1,1,1,1,1,3,3,2,2,1,1,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,6,1,1,61,0,0.666666666666667,0.166666666666667,1
"18",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,5,2,0.166666666666667,0.5,4,4,4,4,4,4,0.5,0.5,0.388888888888889,0.388888888888889,0.488095238095238,3,4,3,5,4,4,4,4,3,2,1,3,3,7,4,1,1,2,4,6,1,4,3,4,5,3,4,3,3,4,2,6,4,3,4,5,4,5,1,1,61,0,0,0,0
"19",0,1,1,1,0,1,1,1,1,1,0.2,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.133333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,7,7,7,3,3,3,1,0.333333333333333,6,5,6,4,4,4,0.777777777777778,0.5,0.208333333333333,0.527777777777778,0.0119047619047619,2,4,3,1,2,1,3,2,2,5,1,1,2,2,6,6,6,4,5,7,2,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.853658536585366,55,0,0.266666666666667,0.333333333333333,1
"20",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0.166666666666667,0.166666666666667,2,1,1,2,2,2,0.0555555555555555,0.166666666666667,0.305555555555556,0.444444444444444,0.0357142857142857,1,4,1,1,1,1,1,4,4,7,2,7,4,4,5,5,4,3,7,1,3,3,1,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,0.48780487804878,40,0,0.0666666666666667,0.5,1
"21",0.0555555555555555,1,2,1,0,1,1,1,1,1,0.566666666666667,0.833333333333333,0.5,0.333333333333333,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0.833333333333333,1,1,3,2,1,1,0.111111111111111,0.0555555555555555,3,3,1,1,1,1,0.222222222222222,0,0.5,0.444444444444444,0.226190476190476,3,1,2,1,2,7,7,5,1,6,6,7,6,6,7,3,6,7,1,1,3,1,2,1,2,7,6,1,1,1,1,1,1,1,7,1,1,2,1,0.853658536585366,55,1,0.333333333333333,0.5,1
"22",0.0555555555555555,1,2,1,0.0333333333333333,1,1,1,2,1,0.2,0.166666666666667,0.333333333333333,0,0.333333333333333,0.166666666666667,0.366666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.333333333333333,2,3,4,6,6,5,0.333333333333333,0.777777777777778,2,1,1,6,7,5,0.0555555555555555,0.833333333333333,0.375,0.430555555555556,0.44047619047619,2,4,5,3,1,4,6,5,4,1,1,3,4,4,5,5,5,2,4,4,3,3,2,2,1,5,2,3,4,6,1,2,7,5,7,1,5,2,1,1,61,1,0.333333333333333,0.5,1
"23",0.0555555555555555,1,2,1,0,1,1,1,1,1,0.1,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,6,6,6,2,2,2,0.833333333333333,0.166666666666667,5,5,4,3,3,4,0.611111111111111,0.388888888888889,0.305555555555556,0.305555555555556,0.321428571428571,2,3,2,2,2,4,5,3,2,2,2,5,3,2,4,4,3,3,3,4,2,2,2,2,2,3,3,3,3,4,3,3,2,1,4,2,5,3,1,0.365853658536585,35,0,0.0666666666666667,0.166666666666667,1
"24",0,1,1,1,0,1,1,1,1,1,0.233333333333333,0.333333333333333,0.166666666666667,0,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,7,7,7,1,1,1,1,0,1,1,4,3,2,1,0.166666666666667,0.166666666666667,0.166666666666667,0.152777777777778,0.0714285714285714,1,1,1,1,1,6,3,1,2,2,2,3,2,2,1,2,1,1,6,2,1,1,2,2,1,2,1,1,1,5,1,2,1,1,1,1,1,1,1,0.24390243902439,30,0,0.333333333333333,1,1
"25",0,1,1,1,0.0333333333333333,1,1,1,2,1,0.3,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.266666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,4,2,2,6,5,5,0.277777777777778,0.722222222222222,3,2,3,6,5,5,0.277777777777778,0.722222222222222,0.291666666666667,0.375,0.345238095238095,2,3,2,1,3,4,5,4,1,4,1,3,3,4,4,3,2,4,3,5,4,2,3,2,3,4,2,4,2,3,3,3,4,3,6,1,3,2,0,0.731707317073171,50,0,0.333333333333333,0.166666666666667,1
"26",0,1,1,1,0,1,1,1,1,1,0.2,0.166666666666667,0.333333333333333,0,0.333333333333333,0.166666666666667,0.2,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,4,5,5,2,4,3,0.611111111111111,0.333333333333333,2,2,1,6,6,5,0.111111111111111,0.777777777777778,0.277777777777778,0.180555555555556,0.0238095238095238,2,4,1,1,1,4,5,4,3,3,1,3,1,1,5,5,2,1,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,1,61,1,0.266666666666667,0.833333333333333,1
"27",0.444444444444444,6,2,3,0.566666666666667,4,5,4,4,5,0.466666666666667,0.5,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.566666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,1,1,1,6,1,0,0.277777777777778,2,6,2,4,3,1,0.388888888888889,0.277777777777778,0.416666666666667,0.5,0.595238095238095,5,7,2,2,2,1,7,4,1,2,3,6,6,3,1,4,3,4,5,7,6,4,4,1,1,2,3,7,7,7,1,1,7,7,7,1,7,6,0,0,20,1,NA,0.5,0
"28",0.0555555555555555,2,1,1,0.0666666666666667,1,1,2,2,1,0.233333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.466666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.333333333333333,7,7,7,3,3,4,1,0.388888888888889,6,5,6,3,3,4,0.777777777777778,0.388888888888889,0.319444444444444,0.416666666666667,0.369047619047619,2,4,1,6,1,2,2,2,4,2,2,7,5,3,6,5,4,4,2,2,3,4,2,2,2,5,6,1,1,4,3,3,6,3,6,1,2,2,1,1,61,0,0.266666666666667,0,1
"29",0,1,1,1,0,1,1,1,1,1,0.1,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0,2,5,3,1,3,3,0.388888888888889,0.222222222222222,5,3,4,3,4,4,0.5,0.444444444444444,0.166666666666667,0.194444444444444,0.0357142857142857,2,5,2,1,1,1,4,4,1,1,1,1,1,3,2,4,6,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,0.365853658536585,35,1,0.466666666666667,1,1
"30",0.166666666666667,1,4,1,0.1,1,1,1,4,1,0.466666666666667,0.666666666666667,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.3,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,7,7,7,1,3,2,1,0.166666666666667,4,2,2,6,6,5,0.277777777777778,0.777777777777778,0.305555555555556,0,0.333333333333333,1,1,1,4,1,5,7,6,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,1,4,6,6,4,1,1,1,1,1,1,0.365853658536585,35,1,0.266666666666667,0,0
"31",0,1,1,1,0,1,1,1,1,1,0.133333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,6,5,6,4,3,4,0.777777777777778,0.444444444444444,4,1,4,5,2,6,0.333333333333333,0.555555555555555,0.194444444444444,0.166666666666667,0,1,2,1,1,4,1,4,2,1,2,2,5,1,2,1,2,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.731707317073171,50,0,0.2,0.5,1
"32",0,1,1,1,0,1,1,1,1,1,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,7,7,7,1,1,1,1,0,7,7,7,2,4,5,1,0.444444444444444,0.388888888888889,0.0833333333333333,0.0833333333333333,2,2,1,5,6,7,6,5,1,2,1,2,1,1,3,2,1,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,5,2,1,1,1,0.609756097560976,45,0,0.266666666666667,0.5,1
"33",0.0555555555555555,1,2,1,0.0333333333333333,1,1,2,1,1,0.3,0.5,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,7,6,7,4,3,2,0.944444444444445,0.333333333333333,7,5,7,2,1,4,0.888888888888889,0.222222222222222,0.555555555555555,0.236111111111111,0.19047619047619,2,4,2,1,7,2,7,6,5,7,3,6,2,6,2,5,1,2,2,1,2,2,2,2,1,1,1,3,3,5,5,3,1,1,3,1,1,1,1,0.731707317073171,50,1,0.2,0,1
"34",0.0555555555555555,2,1,1,0.2,1,1,6,2,1,0.866666666666667,0.833333333333333,1,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,0.666666666666667,0.833333333333333,5,7,6,6,6,5,0.833333333333333,0.777777777777778,6,6,7,7,6,6,0.888888888888889,0.888888888888889,0.305555555555556,0.347222222222222,0.380952380952381,2,5,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,5,6,3,3,2,2,6,3,3,1,3,2,5,4,2,2,3,5,2,5,1,0.853658536585366,55,1,0.533333333333333,0,0
"35",0,1,1,1,0,1,1,1,1,1,0.433333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.4,0.166666666666667,0.166666666666667,0.5,0.5,0.666666666666667,5,3,4,4,7,5,0.5,0.722222222222222,2,1,1,6,7,6,0.0555555555555555,0.888888888888889,0.180555555555556,0.152777777777778,0.345238095238095,1,4,1,1,1,2,6,5,1,1,1,1,1,2,4,5,1,3,2,1,1,1,1,1,5,2,1,2,1,6,1,5,4,1,1,1,6,7,0,0.853658536585366,55,1,0.4,0.833333333333333,1
"36",0,1,1,1,0,1,1,1,1,1,0.1,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.1,0.166666666666667,0,0,0.166666666666667,0.166666666666667,7,7,7,4,2,3,1,0.333333333333333,3,3,2,4,2,2,0.277777777777778,0.277777777777778,0.277777777777778,0.236111111111111,0,2,4,1,1,1,1,5,3,3,4,1,6,3,3,4,5,2,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.731707317073171,50,1,1,1,1
"37",0.277777777777778,3,2,3,0.266666666666667,2,4,2,3,2,0.266666666666667,0.5,0.166666666666667,0,0.5,0.166666666666667,0.3,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,4,4,3,5,6,4,0.444444444444444,0.666666666666667,2,1,1,6,5,2,0.0555555555555555,0.555555555555555,0.486111111111111,0.583333333333333,0.547619047619048,3,4,5,4,4,4,3,4,4,4,4,4,3,4,5,5,5,5,4,3,5,5,6,4,3,6,5,4,6,4,5,3,6,3,5,3,4,3,0,0.24390243902439,30,1,0.133333333333333,0.5,1
"38",0,1,1,1,0,1,1,1,1,1,0.333333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0.233333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,3,3,3,4,4,4,0.333333333333333,0.5,3,3,3,4,4,4,0.333333333333333,0.5,0.194444444444444,0.472222222222222,0.321428571428571,1,4,3,1,1,2,3,1,2,3,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,3,3,3,3,5,3,2,1,3,2,4,1,0.365853658536585,35,0,0.0666666666666667,0.833333333333333,1
"39",0,1,1,1,0,1,1,1,1,1,0.4,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0.4,0.666666666666667,0.666666666666667,0,0.666666666666667,0,1,1,1,1,1,1,0,0,1,1,1,1,6,1,0,0.277777777777778,0.180555555555556,0.111111111111111,0.428571428571429,1,1,1,1,1,1,5,3,1,5,1,4,1,1,1,1,1,1,3,7,1,1,1,1,7,3,5,1,5,2,7,3,1,1,1,7,1,6,0,1,61,1,0.4,0.666666666666667,1
"40",0,1,1,1,0,1,1,1,1,1,0.1,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.0666666666666667,0.166666666666667,0.166666666666667,0,0,0,7,2,7,4,6,4,0.722222222222222,0.611111111111111,7,3,7,4,1,5,0.777777777777778,0.388888888888889,0.305555555555556,0.0694444444444445,0.0476190476190476,2,2,1,2,2,1,5,5,7,2,1,4,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,0.24390243902439,30,0,0.533333333333333,0.166666666666667,0
"41",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,7,7,7,0.333333333333333,1,7,1,1,7,7,7,0.333333333333333,1,0.430555555555556,0.125,0.0714285714285714,1,3,1,1,7,5,1,7,1,7,2,7,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,0,0.731707317073171,50,0,0.0666666666666667,0,0
"42",0.166666666666667,2,2,2,0.2,2,2,2,2,3,0.633333333333333,1,0.666666666666667,0.5,0.333333333333333,0.666666666666667,0.433333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.5,1,1,1,7,7,5,0,0.888888888888889,2,1,1,6,5,5,0.0555555555555555,0.722222222222222,0.625,0.652777777777778,0.416666666666667,5,4,4,5,5,6,5,4,6,3,6,4,6,5,5,5,5,5,3,3,6,6,5,5,5,3,3,2,2,3,6,5,3,3,3,4,2,5,0,0.24390243902439,30,1,0.6,0.833333333333333,1
"43",0,1,1,1,0,1,1,1,1,1,0.133333333333333,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,1,1,1,4,4,4,0,0.5,1,1,1,4,4,4,0,0.5,0.458333333333333,0.430555555555556,0.0714285714285714,3,6,3,3,3,3,4,4,2,5,4,5,2,2,6,5,3,4,4,4,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,0.853658536585366,55,1,0.4,0,1
"44",0,1,1,1,0,1,1,1,1,1,0.0666666666666667,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0.541666666666667,0.75,0.0595238095238095,4,6,1,2,3,4,6,7,2,6,4,6,6,7,7,7,6,7,3,6,1,4,6,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,61,0,NA,0,1
"45",0,1,1,1,0,1,1,1,1,1,0.166666666666667,0.333333333333333,0,0,0.333333333333333,0.166666666666667,0,0,0,0,0,0,5,5,5,4,4,2,0.666666666666667,0.388888888888889,1,1,1,5,6,3,0,0.611111111111111,0.180555555555556,0.208333333333333,0.285714285714286,1,1,1,1,2,3,2,2,2,5,3,2,1,2,4,3,2,1,3,3,2,2,2,2,5,1,2,3,2,1,2,4,2,2,5,2,2,5,0,1,61,1,0.533333333333333,0.833333333333333,1
"46",0,1,1,1,0,1,1,1,1,1,0.266666666666667,0.666666666666667,0,0.166666666666667,0.5,0,0.2,0.333333333333333,0,0.333333333333333,0.333333333333333,0,3,1,3,5,4,5,0.222222222222222,0.611111111111111,1,1,1,6,6,7,0,0.888888888888889,0.361111111111111,0.166666666666667,0.202380952380952,1,3,1,3,4,7,4,2,2,6,2,3,1,1,4,3,1,1,2,4,2,2,2,1,5,1,1,1,1,1,1,7,1,1,1,1,2,7,1,0.24390243902439,30,1,0,0.166666666666667,0
"47",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0.0833333333333333,0.166666666666667,0.357142857142857,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,7,1,1,1,1,1,7,7,1,1,1,7,1,7,1,0,20,0,0.4,0.5,1
"48",0.833333333333333,6,6,6,0.833333333333333,6,6,6,6,6,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,7,7,7,7,7,7,1,1,7,7,7,7,7,7,1,1,0.25,0.166666666666667,0.30952380952381,1,7,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,7,1,7,1,1,1,2,2,1,7,1,1,6,1,2,2,1,7,6,1,0.121951219512195,25,0,0.0666666666666667,1,1
"49",0,1,1,1,0.0666666666666667,1,1,2,2,1,0.533333333333333,0.833333333333333,0.833333333333333,0,0.833333333333333,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,5,5,5,5,5,5,0.666666666666667,0.666666666666667,2,2,2,6,6,5,0.166666666666667,0.777777777777778,0.263888888888889,0.333333333333333,0.19047619047619,5,6,1,1,1,1,7,5,1,1,1,1,2,3,4,5,3,4,3,2,3,1,4,2,1,1,1,5,2,2,2,2,2,1,5,1,4,1,0,0.48780487804878,40,1,0.2,0,1
"50",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,7,6,0,0.611111111111111,0.208333333333333,0.347222222222222,0.285714285714286,1,7,3,1,1,1,1,1,1,4,1,5,1,1,5,5,1,5,3,3,5,2,5,1,7,1,1,1,1,1,7,1,1,1,1,7,1,7,1,0.121951219512195,25,0,0.533333333333333,0.166666666666667,1
"51",0.0555555555555555,1,2,1,0,1,1,1,1,1,0.2,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,5,6,6,2,2,2,0.777777777777778,0.166666666666667,3,3,3,4,5,3,0.333333333333333,0.5,0.263888888888889,0.166666666666667,0.0833333333333333,1,1,1,2,1,5,6,4,1,3,1,5,2,1,5,5,1,1,3,2,1,1,1,1,1,1,1,1,1,2,4,2,1,1,2,1,1,2,0,0.609756097560976,45,1,0.733333333333333,0.833333333333333,0
