NO.,hostile_offline,hostile_online,aggression,online_offline
1726,0.166666666666667,0.166666666666667,0.541666666666667,0
1727,0,0,0.37037037037037,0
1728,0,0,0.222222222222222,0
1729,0,0,0.151515151515152,0
1730,0,0,0.166666666666667,0
1731,0,0,0.236111111111111,0
1732,0,0,0.25,0
1733,0,0,0.180555555555556,0
1734,0.0416666666666667,0,0.222222222222222,-0.0416666666666667
1735,0,0,0.0138888888888889,0
1736,0,0,0.138888888888889,0
1737,0.541666666666667,0.472222222222222,0.555555555555555,-0.06944444444444497
1738,0.166666666666667,0.166666666666667,0.527777777777778,0
1739,0,0,0.194444444444444,0
1740,0.166666666666667,0.166666666666667,0.569444444444445,0
1741,0,0,0.242424242424242,0
1742,0,0,0.409090909090909,0
1743,0.0416666666666667,0,0.25,-0.0416666666666667
1744,0,0,0.208333333333333,0
1745,0,0,0.25,0
1746,0,0,0.212121212121212,0
1747,0,0.0333333333333333,0.388888888888889,0.0333333333333333
1748,0.25,0.0833333333333333,0.458333333333333,-0.16666666666666669
1749,0,0.233333333333333,0.5625,0.233333333333333
1750,0,0,0.363636363636364,0
1751,0,0,0.388888888888889,0
1752,0.25,0,0.319444444444444,-0.25
1753,0.0833333333333333,0,0.393939393939394,-0.0833333333333333
1754,0,0,0.388888888888889,0
1755,0,0.0277777777777778,0.430555555555556,0.0277777777777778
1756,0,0,0.305555555555556,0
1757,0,0,0.305555555555556,0
1758,0,0,0.257575757575758,0
1759,0,0,0.196969696969697,0
1760,0,0,0.194444444444444,0
1761,0.0416666666666667,0.166666666666667,0,0.12500000000000028
1762,0.0833333333333333,0,0.527777777777778,-0.0833333333333333
1763,0.0416666666666667,0,0.222222222222222,-0.0416666666666667
1764,0,0,0.152777777777778,0
1765,0,0,0.277777777777778,0
1766,0,0,0.181818181818182,0
1767,0,0,0.236111111111111,0
1768,0,0.0277777777777778,0.583333333333333,0.0277777777777778
1769,0,0,0.277777777777778,0
1770,0,0,0.25,0
1771,0,0,0.138888888888889,0
1772,0.0416666666666667,0.166666666666667,0.625,0.12500000000000028
1773,0.333333333333333,0,0.375,-0.333333333333333
1774,0,0,0.363636363636364,0
1775,0.0416666666666667,0,0.208333333333333,-0.0416666666666667
1776,0.625,0.444444444444444,0.555555555555555,-0.18055555555555602
1777,0,0,0.444444444444444,0
1778,0,0,0.138888888888889,0
1779,0.458333333333333,0.416666666666667,0.583333333333333,-0.041666666666665964
1780,0.0416666666666667,0,0.366666666666667,-0.0416666666666667
1781,0,0,0.375,0
1782,0.583333333333333,0.472222222222222,0.541666666666667,-0.11111111111111105
1783,0,0,0.0555555555555555,0
1784,0,0,0.333333333333333,0
1785,0,0,0.378787878787879,0
1786,0,0,0.236111111111111,0
1787,0,0,0.236111111111111,0
1788,0,0,0.257575757575758,0
1789,0.0416666666666667,0.0277777777777778,0.466666666666667,-0.013888888888888899
1790,0,0,0.180555555555556,0
1791,0.0416666666666667,0,0.236111111111111,-0.0416666666666667
1792,0,0,0.136363636363636,0
1793,0,0,0.680555555555555,0
1794,0.0833333333333333,0,0.318181818181818,-0.0833333333333333
1795,0.0416666666666667,0,0.366666666666667,-0.0416666666666667
1796,0,0,0.416666666666667,0
1797,0,0.0277777777777778,0.166666666666667,0.0277777777777778
1798,0,0,0.0972222222222222,0
1799,0.166666666666667,0.166666666666667,0.555555555555555,0
1800,0,0,0.291666666666667,0
1801,0,0,0.236111111111111,0
1802,0,0,0.236111111111111,0
1803,0.166666666666667,0.166666666666667,0.555555555555555,0
1804,0.208333333333333,0.0277777777777778,0.361111111111111,-0.18055555555555522
1805,0.458333333333333,0.472222222222222,0.569444444444445,0.013888888888889006
1806,0.0416666666666667,0,0.444444444444444,-0.0416666666666667
1807,0.0416666666666667,0,0.583333333333333,-0.0416666666666667
1808,0.0416666666666667,0,0.333333333333333,-0.0416666666666667
1809,0,0,0.266666666666667,0
1810,0.0833333333333333,0.0277777777777778,0.694444444444445,-0.0555555555555555
1811,0.208333333333333,0,0.388888888888889,-0.208333333333333
1812,0,0,0.277777777777778,0
1813,0,0.0277777777777778,0.37037037037037,0.0277777777777778
1814,0,0,0.348484848484848,0
1815,0.5,0.5,0.513888888888889,0
1816,0,0,0.736111111111111,0
1817,0.0833333333333333,0.0555555555555555,0.416666666666667,-0.027777777777777804
1818,0,0,0.152777777777778,0
1819,0.166666666666667,0.166666666666667,0.513888888888889,0
1820,0,0,0.236111111111111,0
1821,0,0,0.214285714285714,0
1822,0,0.0277777777777778,0.166666666666667,0.0277777777777778
1823,0.25,0.166666666666667,0.638888888888889,-0.08333333333333301
1824,0,0,0.166666666666667,0
1825,0,0,0.333333333333333,0
1826,0,0,0.208333333333333,0
1827,0,0,0.348484848484848,0
1828,0.0833333333333333,0,0.361111111111111,-0.0833333333333333
1829,0.5,0.527777777777778,0.513888888888889,0.027777777777778012
1830,0,0,0.416666666666667,0
1831,0.5,0.388888888888889,0.472222222222222,-0.111111111111111
1832,0.541666666666667,0.433333333333333,0.597222222222222,-0.10833333333333395
1833,0.125,0,0.791666666666667,-0.125
1834,0,0,0.194444444444444,0
1835,0,0,0.166666666666667,0
1836,0.416666666666667,0.5,0.5,0.08333333333333298
1837,0,0,0.236111111111111,0
1838,0.0416666666666667,0,0.472222222222222,-0.0416666666666667
1839,0.0416666666666667,0,0.375,-0.0416666666666667
1840,0.5,0.472222222222222,0.555555555555555,-0.027777777777778012
1841,0.75,0.5,0.625,-0.25
1842,0,0,0.0555555555555555,0
1843,0.166666666666667,0.0833333333333333,0.555555555555555,-0.08333333333333369
1844,0.166666666666667,0.166666666666667,0.513888888888889,0
1845,0,0,0.305555555555556,0
1846,0,0,0.272727272727273,0
1847,0,0,0.277777777777778,0
1848,0,0,0.402777777777778,0
1849,0.0555555555555555,0,0.272727272727273,-0.0555555555555555
1850,0,0,0.348484848484848,0
1851,0,0,0.541666666666667,0
1852,0.0416666666666667,0.25,0.263888888888889,0.20833333333333331
1853,0,0,0.361111111111111,0
1854,0,0,0.333333333333333,0
1855,0,0,0.560606060606061,0
1856,0.375,0.388888888888889,0.555555555555555,0.013888888888889006
1857,0.166666666666667,0.111111111111111,0.763888888888889,-0.055555555555556
1858,0,0,0.152777777777778,0
1859,0,0,0.361111111111111,0
1860,0.458333333333333,0.5,0.555555555555555,0.04166666666666702
1861,0.0416666666666667,0,0.597222222222222,-0.0416666666666667
1862,0,0,0.0694444444444445,0
1863,0,0.0277777777777778,0.222222222222222,0.0277777777777778
1864,0,0.0666666666666667,0.555555555555555,0.0666666666666667
1865,0.125,0,0.433333333333333,-0.125
1866,0,0,0.0454545454545454,0
1867,0,0,0.291666666666667,0
1868,0,0,0.347222222222222,0
1869,0.0416666666666667,0.5,0.208333333333333,0.4583333333333333
1870,0,0,0.305555555555556,0
1871,0.0416666666666667,0,0.319444444444444,-0.0416666666666667
1872,0,0,0.333333333333333,0
1873,0.0416666666666667,0,0.222222222222222,-0.0416666666666667
1874,0,0,0.0833333333333333,0
1875,0,0,0.180555555555556,0
1876,0,0,0.0972222222222222,0
1877,0,0,0.287878787878788,0
1878,0,0,0.222222222222222,0
1879,0.166666666666667,0,0.444444444444444,-0.166666666666667
1880,0,0,0.0972222222222222,0
1881,0.0416666666666667,0.0555555555555555,0.208333333333333,0.013888888888888798
1882,0,0,0.138888888888889,0
1883,0,0,0.236111111111111,0
1884,0,0,0.194444444444444,0
1885,0.291666666666667,0.388888888888889,0.680555555555555,0.09722222222222199
1886,0,0,0.527777777777778,0
1887,0,0,0.291666666666667,0
1888,0,0,0.388888888888889,0
1889,0.166666666666667,0.166666666666667,0.472222222222222,0
1890,0.166666666666667,0.166666666666667,0.486111111111111,0
1891,0,0,0.430555555555556,0
1892,0,0,0.0694444444444445,0
1893,0.166666666666667,0.166666666666667,0.458333333333333,0
1894,0.0416666666666667,0.0277777777777778,0.486111111111111,-0.013888888888888899
1895,0,0,0.125,0
1896,0.166666666666667,0.166666666666667,0.5,0
1897,0.166666666666667,0.166666666666667,0.5,0
1898,0,0,0.333333333333333,0
1899,0,0,0.180555555555556,0
1900,0,0,0.347222222222222,0
1901,0.166666666666667,0.305555555555556,0.763888888888889,0.13888888888888903
1902,0,0.0277777777777778,0.272727272727273,0.0277777777777778
1903,0,0,0.0833333333333333,0
1904,0.458333333333333,0.233333333333333,0.541666666666667,-0.22499999999999998
1905,0.0416666666666667,0,0.375,-0.0416666666666667
1906,0.0416666666666667,0.0277777777777778,0.305555555555556,-0.013888888888888899
1907,0,0,0.151515151515152,0
1908,0.166666666666667,0.166666666666667,0.472222222222222,0
1909,0,0,0.208333333333333,0
1910,0,0,0.611111111111111,0
1911,0,0,0.166666666666667,0
1912,0,0,0.0694444444444445,0
1913,0.166666666666667,0.166666666666667,0.513888888888889,0
1914,0.166666666666667,0.166666666666667,0.5,0
1915,0,0,0.277777777777778,0
1916,0,0,0.180555555555556,0
1917,0,0.0555555555555555,0.208333333333333,0.0555555555555555
1918,0.5,0.527777777777778,0.486111111111111,0.027777777777778012
1919,0,0,0.409090909090909,0
1920,0,0,0.409090909090909,0
1921,0,0,0.819444444444445,0
1922,0,0,0.277777777777778,0
1923,0,0,0.393939393939394,0
1924,0,0,0.319444444444444,0
1925,0.0416666666666667,0,0.625,-0.0416666666666667
1926,0.0416666666666667,0,0.416666666666667,-0.0416666666666667
1927,0,0,0.181818181818182,0
1928,0,0,0.125,0
1929,0,0,0.222222222222222,0
1930,0,0,0.291666666666667,0
1931,0.166666666666667,0.166666666666667,0.458333333333333,0
1932,0.0833333333333333,0.0555555555555555,0.363636363636364,-0.027777777777777804
1933,0.5,0.444444444444444,0.694444444444445,-0.055555555555556024
1934,0,0.0277777777777778,0.393939393939394,0.0277777777777778
1935,0,0,0.138888888888889,0
1936,0,0,0.138888888888889,0
1937,0,0,0.263888888888889,0
1938,0,0,0.5,0
1939,0,0,0.180555555555556,0
1940,0,0,0.166666666666667,0
1941,0,0,0.53030303030303,0
1942,0.25,0.361111111111111,0.222222222222222,0.111111111111111
1943,0,0,0.305555555555556,0
1944,0,0,0.318181818181818,0
1945,0.458333333333333,0.583333333333333,0.611111111111111,0.12500000000000006
1946,0.0416666666666667,0.0277777777777778,0.388888888888889,-0.013888888888888899
1947,0.111111111111111,0,0.541666666666667,-0.111111111111111
1948,0,0,0.111111111111111,0
1949,0,0,0.515151515151515,0
1950,0,0,0.361111111111111,0
1951,0,0.0277777777777778,0.388888888888889,0.0277777777777778
1952,0.333333333333333,0,0.388888888888889,-0.333333333333333
1953,0,0,0.318181818181818,0
1954,0.0833333333333333,0.0555555555555555,0.791666666666667,-0.027777777777777804
1955,0,0,0,0
1956,0,0,0.5,0
1957,0,0,0.236111111111111,0
1958,0.0416666666666667,0.166666666666667,0.716666666666667,0.12500000000000028
1959,0,0,0.388888888888889,0
1960,0,0,0.333333333333333,0
1961,0.0416666666666667,0.0277777777777778,0.333333333333333,-0.013888888888888899
1962,0.166666666666667,0.0833333333333333,0.416666666666667,-0.08333333333333369
1963,0,0,0.233333333333333,0
1964,0,0,0.166666666666667,0
1965,0.875,0.861111111111111,0.847222222222222,-0.01388888888888895
1966,0,0,0.708333333333333,0
1967,0,0,0.393939393939394,0
1968,0.625,0.583333333333333,0.555555555555555,-0.04166666666666696
1969,0.0416666666666667,0.0277777777777778,0.347222222222222,-0.013888888888888899
1970,0,0.0277777777777778,0.0972222222222222,0.0277777777777778
1971,0.583333333333333,0.611111111111111,0.583333333333333,0.027777777777778012
1972,0,0,0.194444444444444,0
1973,0,0,0.277777777777778,0
1974,0,0.75,0.425925925925926,0.75
1975,0,0,0.361111111111111,0
1976,0,0,0.287878787878788,0
1977,0.166666666666667,0.222222222222222,0.180555555555556,0.055555555555555
1978,0,0,0.625,0
1979,0.458333333333333,0.555555555555555,0.486111111111111,0.09722222222222204
1980,0,0,0.333333333333333,0
1981,0,0,0.194444444444444,0
1982,0,0.0277777777777778,0.287878787878788,0.0277777777777778
1983,0.0833333333333333,0.0277777777777778,0.347222222222222,-0.0555555555555555
1984,0.458333333333333,0.555555555555555,0.513888888888889,0.09722222222222204
1985,0.0416666666666667,0,0.333333333333333,-0.0416666666666667
1986,0,0,0.527777777777778,0
1987,0.666666666666667,0.555555555555555,0.569444444444445,-0.11111111111111194
1988,0,0,0.216666666666667,0
1989,0,0,0.208333333333333,0
1990,0,0,0.444444444444444,0
1991,0,0,0.597222222222222,0
1992,0.416666666666667,0.5,0.472222222222222,0.08333333333333298
1993,0,0.0555555555555555,0.606060606060606,0.0555555555555555
1994,0.0555555555555555,0.25,0.652777777777778,0.1944444444444445
1995,0,0.0277777777777778,0.236111111111111,0.0277777777777778
1996,0.25,0.638888888888889,0.111111111111111,0.38888888888888895
1997,0,0,0.180555555555556,0
1998,0,0,0.486111111111111,0
1999,0,0,0.5,0
2000,0,0,0.212121212121212,0
2001,0,0.0277777777777778,0.513888888888889,0.0277777777777778
2002,0.125,0,0.25,-0.125
2003,0.5,0.5,0.513888888888889,0
2004,0,0,0.263888888888889,0
2005,0.333333333333333,0.194444444444444,0.263888888888889,-0.13888888888888898
2006,0,0,0.180555555555556,0
2007,0,0,0.194444444444444,0
2008,0,0.0277777777777778,0.263888888888889,0.0277777777777778
2009,0,0,0.138888888888889,0
2010,0.0833333333333333,0.0833333333333333,0.277777777777778,0
2011,0,0,0.486111111111111,0
2012,0,0,0.180555555555556,0
2013,0,0,0.138888888888889,0
2014,0,0,0.0454545454545454,0
2015,0,0,0.555555555555555,0
2016,0,0,0.208333333333333,0
2017,0,0,0.361111111111111,0
2018,0,0,0.513888888888889,0
2019,0,0,0.125,0
2020,0,0.0277777777777778,0.361111111111111,0.0277777777777778
2021,0.0833333333333333,0,0.194444444444444,-0.0833333333333333
2022,0,0,0.303030303030303,0
2023,0,0,0.25,0
2024,0,0,0.180555555555556,0
2025,0,0,0.291666666666667,0
2026,0,0,0.0972222222222222,0
2027,0,0,0.305555555555556,0
2028,0,0,0.222222222222222,0
2029,0,0,0.444444444444444,0
2030,0,0,0.166666666666667,0
2031,0.125,0.0277777777777778,0.347222222222222,-0.0972222222222222
2032,0,0,0.222222222222222,0
2033,0.0416666666666667,0,0.805555555555555,-0.0416666666666667
2034,0.666666666666667,0.527777777777778,0.666666666666667,-0.13888888888888895
2035,0,0,0.402777777777778,0
2036,0,0,0.458333333333333,0
2037,0.0416666666666667,0,0.208333333333333,-0.0416666666666667
2038,0,0,0.263888888888889,0
2039,0,0,0.166666666666667,0
2040,0.125,0,0.430555555555556,-0.125
2041,0,0,0.318181818181818,0
2042,0,0,0.606060606060606,0
2043,0.0416666666666667,0,0.138888888888889,-0.0416666666666667
2044,0,0,0.291666666666667,0
2045,0,0,0.263888888888889,0
2046,0,0,0.333333333333333,0
2047,0,0,0.375,0
2048,0,0,0.222222222222222,0
2049,0,0,0.361111111111111,0
2050,0,0,0.236111111111111,0
2051,0,0,0.236111111111111,0
2052,0.125,0,0.287878787878788,-0.125
2053,0,0,0.305555555555556,0
2054,0,0,0.222222222222222,0
2055,0.541666666666667,0.666666666666667,0.666666666666667,0.125
2056,0,0,0.361111111111111,0
2057,0,0.0555555555555555,0.257575757575758,0.0555555555555555
2058,0.0416666666666667,0,0.208333333333333,-0.0416666666666667
2059,0,0,0.486111111111111,0
2060,0.0416666666666667,0,0.513888888888889,-0.0416666666666667
2061,0.375,0.722222222222222,0.361111111111111,0.347222222222222
2062,0.125,0,0.483333333333333,-0.125
2063,0,0,0.263888888888889,0
2064,0.0416666666666667,0,0.0972222222222222,-0.0416666666666667
2065,0,0,0.180555555555556,0
2066,0,0,0.305555555555556,0
2067,0,0,0.513888888888889,0
2068,0.416666666666667,0.472222222222222,0.402777777777778,0.05555555555555497
2069,0,0.0277777777777778,0.666666666666667,0.0277777777777778
2070,0.666666666666667,0.25,0.402777777777778,-0.41666666666666696
2071,0.125,0,0.361111111111111,-0.125
2072,0.0416666666666667,0.0555555555555555,0.46969696969697,0.013888888888888798
2073,0,0.0277777777777778,0.458333333333333,0.0277777777777778
2074,0.375,0.277777777777778,0.625,-0.09722222222222199
2075,0,0,0.111111111111111,0
2076,0,0,0.388888888888889,0
2077,0.291666666666667,0.388888888888889,0.513888888888889,0.09722222222222199
2078,0,0,0.266666666666667,0
2079,0.416666666666667,0.444444444444444,0.486111111111111,0.027777777777776957
2080,0,0,0.444444444444444,0
2081,0,0,0.333333333333333,0
2082,0.625,0.611111111111111,0.694444444444445,-0.01388888888888895
2083,0.0833333333333333,0,0.222222222222222,-0.0833333333333333
2084,0.333333333333333,0.444444444444444,0.361111111111111,0.111111111111111
2085,0,0.0833333333333333,0.277777777777778,0.0833333333333333
2086,0.5,0.5,0.5,0
2087,0.333333333333333,0,0.257575757575758,-0.333333333333333
2088,0,0,0.222222222222222,0
2089,0,0,0.409090909090909,0
2090,0.416666666666667,0.472222222222222,0.527777777777778,0.05555555555555497
2091,0,0,0.305555555555556,0
2092,0,0,0.152777777777778,0
2093,0.0416666666666667,0,0.424242424242424,-0.0416666666666667
2094,0,0,0.291666666666667,0
2095,0,0,0.416666666666667,0
2096,0,0,0.263888888888889,0
2097,0,0,0.291666666666667,0
2098,0,0,0.319444444444444,0
2099,0.541666666666667,0.416666666666667,0.416666666666667,-0.12499999999999994
2100,0,0,0.486111111111111,0
2101,0,0,0.277777777777778,0
2102,0,0,0.444444444444444,0
2103,0,0,0.319444444444444,0
2104,0,0,0.319444444444444,0
2105,0,0,0.125,0
2106,0,0,0.555555555555555,0
2107,0,0,0.597222222222222,0
2108,0.458333333333333,0.638888888888889,0.694444444444445,0.18055555555555597
2109,0,0,0.416666666666667,0
2110,0,0,0.25,0
2111,0.125,0,0.416666666666667,-0.125
2112,0.0416666666666667,0,0.541666666666667,-0.0416666666666667
2113,0,0,0.291666666666667,0
2114,0,0,0.277777777777778,0
2115,0.625,0.533333333333333,0.597222222222222,-0.09166666666666701
2116,0.166666666666667,0,0.666666666666667,-0.166666666666667
2117,0.166666666666667,0.0277777777777778,0.486111111111111,-0.1388888888888892
2118,0,0,0.541666666666667,0
2119,0,0,0.236111111111111,0
2120,0,0,0.208333333333333,0
2121,0,0,0.263888888888889,0
2122,0,0,0.236111111111111,0
2123,0,0,0.180555555555556,0
2124,0,0,0.3,0
2125,0,0,0.347222222222222,0
2126,0,0,0.0833333333333333,0
2127,0,0,0.636363636363636,0
2128,0,0,0.305555555555556,0
2129,0.0416666666666667,0,0.666666666666667,-0.0416666666666667
2130,0.291666666666667,0,0.305555555555556,-0.291666666666667
2131,0,0.0277777777777778,0.236111111111111,0.0277777777777778
2132,0,0,0.152777777777778,0
2133,0,0,0.319444444444444,0
2134,0,0.0277777777777778,0.180555555555556,0.0277777777777778
2135,0.125,0,0.111111111111111,-0.125
2136,0.125,0,0.25,-0.125
2137,0,0,0.388888888888889,0
2138,0,0,0.25,0
2139,0,0,0.527777777777778,0
2140,0.541666666666667,0.5,0.583333333333333,-0.04166666666666696
2141,0.5,0.416666666666667,0.333333333333333,-0.08333333333333298
2142,0,0,0.287878787878788,0
2143,0,0,0.166666666666667,0
2144,0,0,0.291666666666667,0
2145,0,0.0833333333333333,0.222222222222222,0.0833333333333333
2146,0.625,0.833333333333333,0.597222222222222,0.20833333333333304
2147,0.166666666666667,0,0.277777777777778,-0.166666666666667
2148,0,0,0.5,0
2149,0,0,0.111111111111111,0
2150,0,0,0.486111111111111,0
2151,0.0416666666666667,0.0277777777777778,0.361111111111111,-0.013888888888888899
2152,0.5,0.527777777777778,0.583333333333333,0.027777777777778012
2153,0.125,0,0.375,-0.125
2154,0,0,0.152777777777778,0
2155,0,0,0.208333333333333,0
2156,0,0,0.180555555555556,0
2157,0,0,0.388888888888889,0
2158,0,0,0.0909090909090909,0
2159,0,0,0.305555555555556,0
2160,0,0,0.233333333333333,0
2161,0,0,0.0972222222222222,0
2162,0,0,0.333333333333333,0
2163,0,0.0555555555555555,0.5,0.0555555555555555
2164,0.0416666666666667,0,0.152777777777778,-0.0416666666666667
2165,0,0,0.55,0
2166,0,0,0.333333333333333,0
2167,0.0416666666666667,0.0277777777777778,0.444444444444444,-0.013888888888888899
2168,0.25,0.0277777777777778,0.583333333333333,-0.2222222222222222
2169,0,0,0.125,0
2170,0,0.0277777777777778,0.388888888888889,0.0277777777777778
2171,0,0,0.347222222222222,0
2172,0,0,0.513888888888889,0
2173,0,0.166666666666667,0.263888888888889,0.166666666666667
2174,0,0,0.393939393939394,0
2175,0,0,0.166666666666667,0
2176,0,0,0.194444444444444,0
2177,0,0,0.194444444444444,0
2178,0.0416666666666667,0,0.277777777777778,-0.0416666666666667
2179,0,0.0277777777777778,0.208333333333333,0.0277777777777778
2180,0,0,0.180555555555556,0
2181,0,0,0.181818181818182,0
2182,0.0416666666666667,0,0.291666666666667,-0.0416666666666667
2183,1,1,0.930555555555555,0
2184,0,0,0.2,0
2185,0,0,0.111111111111111,0
2186,0,0,0.25,0
2187,0,0,0.138888888888889,0
2188,0,0,0.319444444444444,0
2189,0,0,0.388888888888889,0
2190,0,0.0555555555555555,0.180555555555556,0.0555555555555555
2191,0.0416666666666667,0.0277777777777778,0.791666666666667,-0.013888888888888899
2192,0,0,0.277777777777778,0
2193,0,0,0.388888888888889,0
2194,0,0,0.291666666666667,0
2195,0,0,0.236111111111111,0
2196,0,0.0277777777777778,0.430555555555556,0.0277777777777778
2197,0,0,0.0833333333333333,0
2198,0,0,0.222222222222222,0
2199,0,0,0.291666666666667,0
2200,0.0833333333333333,0.111111111111111,0.680555555555555,0.027777777777777693
2201,0,0,0.152777777777778,0
2202,0,0,0.597222222222222,0
2203,0,0,0.212121212121212,0
2204,0,0,0.194444444444444,0
2205,0,0,0.166666666666667,0
2206,0,0,0.348484848484848,0
2207,0,0,0.136363636363636,0
2208,0,0,0.180555555555556,0
2209,0,0,0.363636363636364,0
2210,0,0,0.166666666666667,0
2211,0,0,0.347222222222222,0
2212,0,0,0.0416666666666667,0
2213,0,0,0.0972222222222222,0
2214,0.541666666666667,0.555555555555555,0.694444444444445,0.013888888888888062
2215,0,0,0.348484848484848,0
2216,0,0,0.152777777777778,0
2217,0,0,0.430555555555556,0
2218,0,0,0.166666666666667,0
2219,0,0,0.138888888888889,0
2220,0,0.0277777777777778,0.416666666666667,0.0277777777777778
2221,0.375,0.472222222222222,0.736111111111111,0.09722222222222199
2222,0,0,0.257575757575758,0
2223,0.0416666666666667,0,0.402777777777778,-0.0416666666666667
2224,0,0,0.166666666666667,0
2225,0.0833333333333333,0.0277777777777778,0.527777777777778,-0.0555555555555555
2226,0,0,0.121212121212121,0
2227,0,0,0.319444444444444,0
2228,0,0,0.291666666666667,0
2229,0,0.0277777777777778,0.152777777777778,0.0277777777777778
2230,0,0,0.208333333333333,0
2231,0.333333333333333,0.166666666666667,0.5,-0.166666666666666
2232,0,0.0833333333333333,0.444444444444444,0.0833333333333333
2233,0.291666666666667,0.0277777777777778,0.333333333333333,-0.26388888888888923
2234,0.416666666666667,0,0.303030303030303,-0.416666666666667
2235,0.583333333333333,0.611111111111111,0.541666666666667,0.027777777777778012
2236,0,0,0.361111111111111,0
2237,0,0.0277777777777778,0.416666666666667,0.0277777777777778
2238,0,0,0.180555555555556,0
2239,0,0,0.305555555555556,0
2240,0,0.0277777777777778,0.402777777777778,0.0277777777777778
2241,0,0,0.257575757575758,0
2242,0,0,0.409090909090909,0
2243,0.0833333333333333,0.0833333333333333,0.611111111111111,0
2244,0,0,0.180555555555556,0
2245,0,0,0.305555555555556,0
2246,0,0,0.25,0
2247,0.666666666666667,0.583333333333333,0.722222222222222,-0.08333333333333393
2248,0,0,0.166666666666667,0
2249,0,0,0.125,0
2250,0,0,0.242424242424242,0
2251,0,0,0.416666666666667,0
2252,0,0,0.486111111111111,0
2253,0,0,0.272727272727273,0
2254,0,0,0.266666666666667,0
2255,0.333333333333333,0,0.208333333333333,-0.333333333333333
2256,0,0,0.430555555555556,0
2257,0,0.0277777777777778,0.180555555555556,0.0277777777777778
2258,0,0,0.263888888888889,0
2259,0.708333333333333,0.75,0.569444444444445,0.04166666666666696
2260,0,0,0.222222222222222,0
2261,0,0,0.138888888888889,0
2262,0,0,0.287878787878788,0
2263,0,0,0.430555555555556,0
2264,0,0,0.25,0
2265,0,0,0.333333333333333,0
2266,0,0,0.138888888888889,0
2267,0.583333333333333,0.333333333333333,0.597222222222222,-0.25000000000000006
2268,0.388888888888889,0.0833333333333333,0.847222222222222,-0.3055555555555557
2269,0.25,0,0.527777777777778,-0.25
2270,0,0,0.347222222222222,0
2271,0,0,0.111111111111111,0
2272,0,0,0.287878787878788,0
2273,0.0416666666666667,0,0.318181818181818,-0.0416666666666667
2274,0.583333333333333,0.166666666666667,0.708333333333333,-0.4166666666666661
2275,0,0,0.194444444444444,0
2276,0,0,0.194444444444444,0
2277,0,0,0.444444444444444,0
2278,0,0.0277777777777778,0.486111111111111,0.0277777777777778
2279,0.0416666666666667,0,0.263888888888889,-0.0416666666666667
2280,0,0,0.291666666666667,0
2281,0,0.138888888888889,0.333333333333333,0.138888888888889
2282,0,0,0.208333333333333,0
2283,0,0,0.125,0
2284,0,0,0.25,0
2285,0,0,0.125,0
2286,0,0,0.5,0
2287,0,0,0.416666666666667,0
2288,0.0416666666666667,0.0277777777777778,0.194444444444444,-0.013888888888888899
2289,0,0,0.375,0
2290,0.0833333333333333,0,0.138888888888889,-0.0833333333333333
2291,0,0,0.277777777777778,0
2292,0,0,0.347222222222222,0
2293,0.0416666666666667,0.194444444444444,0.5,0.1527777777777773
2294,0.25,0.166666666666667,0.402777777777778,-0.08333333333333301
2295,0,0,0.5,0
2296,0,0,0.388888888888889,0
2297,0,0.111111111111111,0.462962962962963,0.111111111111111
2298,0,0,0.541666666666667,0
2299,0,0,0.194444444444444,0
2300,0,0,0.236111111111111,0
2301,0,0,0.180555555555556,0
2302,0,0,0.236111111111111,0
2303,0,0,0.152777777777778,0
2304,0,0,0.30952380952381,0
2305,0,0,0.363636363636364,0
2306,0,0,0.236111111111111,0
2307,0.0833333333333333,0.0277777777777778,0.194444444444444,-0.0555555555555555
2308,0,0.0555555555555555,0.416666666666667,0.0555555555555555
2309,0,0,0.194444444444444,0
2310,0,0,0.166666666666667,0
2311,0.5,0.125,0.486111111111111,-0.375
2312,0,0,0.152777777777778,0
2313,0,0,0.227272727272727,0
2314,0,0,0.305555555555556,0
2315,0,0.0277777777777778,0.25,0.0277777777777778
2316,0,0,0.583333333333333,0
2317,0,0,0.111111111111111,0
2318,0,0,0.0972222222222222,0
2319,0,0,0.25,0
2320,0,0,0.272727272727273,0
2321,0,0,0.555555555555555,0
2322,0,0,0.277777777777778,0
2323,0.166666666666667,0.0277777777777778,0.333333333333333,-0.1388888888888892
2324,0,0,0.651515151515151,0
2325,0,0,0.208333333333333,0
2326,0.0833333333333333,0,0.611111111111111,-0.0833333333333333
2327,0,0,0.233333333333333,0
2328,0,0,0.722222222222222,0
2329,0,0,0.277777777777778,0
2330,0,0,0.180555555555556,0
2331,0,0,0.227272727272727,0
2332,0,0,0.0694444444444445,0
2333,0.0416666666666667,0,0.216666666666667,-0.0416666666666667
2334,0,0,0.257575757575758,0
2335,0,0,0.287878787878788,0
2336,0.75,0.611111111111111,0.763888888888889,-0.13888888888888895
2337,0.0833333333333333,0,0.388888888888889,-0.0833333333333333
2338,0,0,0.25,0
2339,0.0416666666666667,0.0555555555555555,0.208333333333333,0.013888888888888798
2340,0.0416666666666667,0,0.181818181818182,-0.0416666666666667
2341,0,0,0.545454545454545,0
2342,0.708333333333333,0.611111111111111,0.625,-0.09722222222222199
2343,0.375,0.0277777777777778,0.472222222222222,-0.3472222222222222
2344,0,0.111111111111111,0.227272727272727,0.111111111111111
2345,0,0,0.363636363636364,0
2346,0,0,0.0833333333333333,0
