NO.,hostile_offline,hostile_online,aggression,online_offline
2347,0,0,0.152777777777778,0
2348,0,0,0.25,0
2349,0,0,0.590909090909091,0
2350,0,0,0.0555555555555555,0
2351,0.25,0.0555555555555555,0.791666666666667,-0.1944444444444445
2352,0,0,0.347222222222222,0
2353,0,0,0.305555555555556,0
2354,0,0,0.151515151515152,0
2355,0.125,0,0.444444444444444,-0.125
2356,0.0416666666666667,0,0.347222222222222,-0.0416666666666667
2357,0.0416666666666667,0,0.25,-0.0416666666666667
2358,0,0,0.388888888888889,0
2359,0,0,0.305555555555556,0
2360,0,0.138888888888889,0.555555555555555,0.138888888888889
2361,0,0,0.236111111111111,0
2362,0.0416666666666667,0.138888888888889,0.263888888888889,0.09722222222222231
2363,0.583333333333333,0.366666666666667,0.375,-0.21666666666666606
2364,0,0,0.651515151515151,0
2365,0,0,0.136363636363636,0
2366,0,0,0.0972222222222222,0
2367,0,0,0.166666666666667,0
2368,0.0416666666666667,0,0.513888888888889,-0.0416666666666667
2369,0,0,0.333333333333333,0
2370,0,0,0.416666666666667,0
2371,0,0,0.483333333333333,0
2372,0.0416666666666667,0,0.513888888888889,-0.0416666666666667
2373,0,0,0.444444444444444,0
2374,0.0833333333333333,0,0.363636363636364,-0.0833333333333333
2375,0.0416666666666667,0,0.25,-0.0416666666666667
2376,0,0.444444444444444,0.303030303030303,0.444444444444444
2377,0,0,0.236111111111111,0
2378,0,0,0.366666666666667,0
2379,0.166666666666667,0,0.138888888888889,-0.166666666666667
2380,0.291666666666667,0.416666666666667,0.777777777777778,0.125
2381,0,0,0.318181818181818,0
2382,0,0,0.277777777777778,0
2383,0,0,0.242424242424242,0
2384,0,0,0.458333333333333,0
2385,0,0,0.106060606060606,0
2386,0,0,0.277777777777778,0
2387,0.0416666666666667,0,0.319444444444444,-0.0416666666666667
2388,0,0,0.638888888888889,0
2389,0,0,0.25,0
2390,0.125,0.111111111111111,0.791666666666667,-0.013888888888889006
2391,0,0,0.151515151515152,0
2392,0,0,0.388888888888889,0
2393,0,0,0.2,0
2394,0,0,0.25,0
2395,0,0,0.208333333333333,0
2396,0,0,0.222222222222222,0
2397,0.416666666666667,0.4,0.683333333333333,-0.016666666666666996
2398,0,0,0.388888888888889,0
2399,0,0.0277777777777778,0.361111111111111,0.0277777777777778
2400,0,0,0.0972222222222222,0
2401,0,0,0.277777777777778,0
2402,0,0,0.277777777777778,0
2403,0.0833333333333333,0.25,0.0833333333333333,0.16666666666666669
2404,0,0,0.0972222222222222,0
2405,0,0,0.388888888888889,0
2406,0,0,0.242424242424242,0
2407,0.0833333333333333,0,0.25,-0.0833333333333333
2408,0,0,0.166666666666667,0
2409,0.0416666666666667,0.0277777777777778,0.361111111111111,-0.013888888888888899
2410,0,0,0.138888888888889,0
2411,0.0416666666666667,0,0.0972222222222222,-0.0416666666666667
2412,0.458333333333333,0.305555555555556,0.791666666666667,-0.15277777777777696
2413,0.125,0.111111111111111,0.375,-0.013888888888889006
2414,0,0,0.486111111111111,0
2415,0,0,0.515151515151515,0
2416,0,0.0555555555555555,0.486111111111111,0.0555555555555555
2417,0,0,0.291666666666667,0
2418,0,0,0.939393939393939,0
2419,0,0.0277777777777778,0.388888888888889,0.0277777777777778
2420,0.458333333333333,0,0.444444444444444,-0.458333333333333
2421,0,0,0.242424242424242,0
2422,0,0.111111111111111,0.35,0.111111111111111
2423,0,0,0.416666666666667,0
2424,0,0.0277777777777778,0.277777777777778,0.0277777777777778
2425,0,0,0.180555555555556,0
2426,0,0,0.0972222222222222,0
2427,0,0,0.138888888888889,0
2428,0,0,0.227272727272727,0
2429,0,0,0.227272727272727,0
2430,0,0.0555555555555555,0.208333333333333,0.0555555555555555
2431,0,0,0.194444444444444,0
2432,0.0416666666666667,0,0.291666666666667,-0.0416666666666667
2433,0,0,0.208333333333333,0
2434,0,0,0.0416666666666667,0
2435,0.416666666666667,0.361111111111111,0.430555555555556,-0.055555555555556024
2436,0,0,0.404761904761905,0
2437,0.125,0.0333333333333333,0.666666666666667,-0.0916666666666667
2438,0,0,0.366666666666667,0
2439,0,0,0.138888888888889,0
2440,0,0,0.347222222222222,0
2441,0,0,0.361111111111111,0
2442,0,0,0.319444444444444,0
2443,0.0416666666666667,0,0.486111111111111,-0.0416666666666667
2444,0,0,0.458333333333333,0
2445,0.0416666666666667,0,0.375,-0.0416666666666667
2446,0,0,0.305555555555556,0
2447,0,0,0.5,0
2448,0,0,0.208333333333333,0
2449,0,0,0.361111111111111,0
2450,0.5,0.611111111111111,0.638888888888889,0.11111111111111105
2451,0,0,0.6,0
2452,0.416666666666667,0.583333333333333,0.458333333333333,0.16666666666666602
2453,0,0,0.208333333333333,0
2454,0.0833333333333333,0,0.222222222222222,-0.0833333333333333
2455,0.625,0.638888888888889,0.375,0.01388888888888895
2456,0.0416666666666667,0.0277777777777778,0.180555555555556,-0.013888888888888899
2457,0,0,0.652777777777778,0
2458,0,0,0.208333333333333,0
2459,0,0,0.347222222222222,0
2460,0.5,0.5,0.708333333333333,0
2461,0,0.0555555555555555,0.277777777777778,0.0555555555555555
2462,0,0,0.361111111111111,0
2463,0,0,0.291666666666667,0
2464,0.208333333333333,0.555555555555555,0.513888888888889,0.347222222222222
2465,0.0833333333333333,0.0277777777777778,0.458333333333333,-0.0555555555555555
2466,0,0,0.319444444444444,0
2467,0.708333333333333,0.444444444444444,0.708333333333333,-0.26388888888888906
2468,0,0,0.416666666666667,0
2469,0,0,0.348484848484848,0
2470,0.604166666666667,0.583333333333333,0.555555555555555,-0.020833333333333925
2471,0.354166666666667,0.333333333333333,0.666666666666667,-0.020833333333334036
2472,0.333333333333333,0.1875,0.597222222222222,-0.14583333333333298
2473,0.0625,0.0625,0.347222222222222,0
2474,0,0.0625,0,0.0625
2475,0,0,0.111111111111111,0
2476,0.291666666666667,0.270833333333333,0.486111111111111,-0.020833333333334036
2477,0.125,0.0833333333333333,0.361111111111111,-0.0416666666666667
2478,0.166666666666667,0,0.319444444444444,-0.166666666666667
2479,0.208333333333333,0.25,0.277777777777778,0.04166666666666699
2480,0.0416666666666667,0,0.236111111111111,-0.0416666666666667
2481,0.479166666666667,0.5625,0.583333333333333,0.08333333333333298
2482,0.104166666666667,0.125,0.263888888888889,0.020833333333332996
2483,0,0,0.0972222222222222,0
2484,0.458333333333333,0.0416666666666667,0.638888888888889,-0.4166666666666663
2485,0,0.0208333333333333,0.486111111111111,0.0208333333333333
2486,0.0625,0.0625,0.291666666666667,0
2487,0.291666666666667,0.1875,0.291666666666667,-0.10416666666666702
2488,0.0833333333333333,0,0.263888888888889,-0.0833333333333333
2489,0,0,0.236111111111111,0
2490,0.125,0.145833333333333,0.597222222222222,0.02083333333333301
2491,0,0.0208333333333333,0.277777777777778,0.0208333333333333
2492,0.0416666666666667,0.0416666666666667,0.180555555555556,0
2493,0.125,0.145833333333333,0.541666666666667,0.02083333333333301
2494,0.229166666666667,0.166666666666667,0.458333333333333,-0.0625
2495,0.0208333333333333,0.0625,0.194444444444444,0.0416666666666667
2496,0,0,0.722222222222222,0
2497,0.125,0.229166666666667,0.472222222222222,0.10416666666666699
2498,0.125,0.166666666666667,0.430555555555556,0.04166666666666699
2499,0.145833333333333,0.125,0.416666666666667,-0.02083333333333301
2500,0.0625,0,0.388888888888889,-0.0625
2501,0.1875,0.229166666666667,0.347222222222222,0.04166666666666699
2502,0.0833333333333333,0.0833333333333333,0.402777777777778,0
2503,0.0416666666666667,0.0208333333333333,0.458333333333333,-0.020833333333333398
2504,0.166666666666667,0.229166666666667,0.388888888888889,0.0625
2505,0.104166666666667,0.104166666666667,0.305555555555556,0
2506,0.0416666666666667,0.0208333333333333,0.361111111111111,-0.020833333333333398
2507,0.104166666666667,0.125,0.263888888888889,0.020833333333332996
2508,0.0208333333333333,0.5,0.388888888888889,0.4791666666666667
2509,0.416666666666667,0.166666666666667,0.597222222222222,-0.25
2510,0,0,0.194444444444444,0
2511,0.0625,0.145833333333333,0.180555555555556,0.08333333333333301
2512,0,0,0.222222222222222,0
2513,0.0625,0,0.263888888888889,-0.0625
2514,0.25,0.1875,0.277777777777778,-0.0625
2515,0.0833333333333333,0.125,0.25,0.0416666666666667
2516,0,0,0.208333333333333,0
2517,0.166666666666667,0,0.583333333333333,-0.166666666666667
2518,0.458333333333333,0.520833333333333,0.652777777777778,0.06250000000000006
2519,1,0.5,0.680555555555555,-0.5
2520,0.5625,0.541666666666667,0.652777777777778,-0.020833333333333037
2521,0.520833333333333,0.4375,0.708333333333333,-0.08333333333333304
2522,0.541666666666667,0.5625,0.777777777777778,0.020833333333333037
2523,0.0625,0.0625,0.458333333333333,0
2524,0.0208333333333333,0.104166666666667,0.569444444444445,0.0833333333333337
2525,0,0,0.0833333333333333,0
2526,0.0208333333333333,0.208333333333333,0.625,0.18749999999999972
2527,0,0.0625,0.222222222222222,0.0625
2528,0.5625,0.5,0.513888888888889,-0.0625
2529,0.0208333333333333,0,0.347222222222222,-0.0208333333333333
2530,0,0.125,0.833333333333333,0.125
2531,0.145833333333333,0.125,0.527777777777778,-0.02083333333333301
2532,0.1875,0.0833333333333333,0.277777777777778,-0.1041666666666667
2533,0.729166666666667,0.770833333333333,0.819444444444445,0.041666666666666075
2534,0.104166666666667,0.104166666666667,0.375,0
2535,0,0.0416666666666667,0.263888888888889,0.0416666666666667
2536,0.166666666666667,0.166666666666667,0.375,0
2537,0.0833333333333333,0.0625,0.472222222222222,-0.0208333333333333
2538,0.291666666666667,0.416666666666667,0.472222222222222,0.125
2539,0.0208333333333333,0.0625,0.569444444444445,0.0416666666666667
2540,0.166666666666667,0.1875,0.180555555555556,0.02083333333333301
2541,0.291666666666667,0.3125,0.680555555555555,0.020833333333332982
2542,0.208333333333333,0.208333333333333,0.361111111111111,0
2543,0.0208333333333333,0.0416666666666667,0.527777777777778,0.020833333333333398
2544,0.125,0.208333333333333,0.5,0.08333333333333301
2545,0.0208333333333333,0,0.402777777777778,-0.0208333333333333
2546,0,0,0.0833333333333333,0
2547,0.770833333333333,0.375,0.430555555555556,-0.39583333333333304
2548,0,0.0416666666666667,0.208333333333333,0.0416666666666667
2549,0.125,0.166666666666667,0.291666666666667,0.04166666666666699
2550,0.5625,0.0416666666666667,0.0416666666666667,-0.5208333333333333
2551,0.25,0.291666666666667,0.291666666666667,0.04166666666666702
2552,0.125,0.0208333333333333,0.347222222222222,-0.1041666666666667
2553,0,0.166666666666667,0.402777777777778,0.166666666666667
2554,0.145833333333333,0,0.291666666666667,-0.145833333333333
2555,0.104166666666667,0.0416666666666667,0.347222222222222,-0.0625000000000003
2556,0.104166666666667,0.0833333333333333,0.625,-0.020833333333333703
2557,0.541666666666667,0.5625,0.541666666666667,0.020833333333333037
2558,0.416666666666667,0.375,0.486111111111111,-0.04166666666666702
2559,0.479166666666667,0.583333333333333,0.541666666666667,0.10416666666666602
2560,0.0208333333333333,0.0416666666666667,0.75,0.020833333333333398
2561,0.0208333333333333,0.0625,0.347222222222222,0.0416666666666667
2562,0.0625,0.145833333333333,0.833333333333333,0.08333333333333301
2563,0.125,0.0208333333333333,0.305555555555556,-0.1041666666666667
2564,0.104166666666667,0.104166666666667,0.319444444444444,0
2565,0.145833333333333,0.0625,0.583333333333333,-0.08333333333333301
2566,0.0833333333333333,0.0833333333333333,0.319444444444444,0
2567,0.0625,0.0625,0.291666666666667,0
2568,0.0208333333333333,0,0.0972222222222222,-0.0208333333333333
2569,0.125,0.104166666666667,0.388888888888889,-0.020833333333332996
2570,0.416666666666667,0.625,0.527777777777778,0.20833333333333298
2571,0.0208333333333333,0,0.75,-0.0208333333333333
2572,0,0,0.430555555555556,0
2573,0.0625,0.125,0.333333333333333,0.0625
2574,0.0625,0.104166666666667,0.416666666666667,0.041666666666667004
2575,0.104166666666667,0.0208333333333333,0.638888888888889,-0.0833333333333337
2576,0.145833333333333,0.0625,0.166666666666667,-0.08333333333333301
2577,0.0833333333333333,0.0833333333333333,0.180555555555556,0
2578,0.0416666666666667,0.0416666666666667,0.458333333333333,0
2579,0,0,0.0833333333333333,0
2580,0.0416666666666667,0.0833333333333333,0.75,0.0416666666666666
2581,0,0,0.375,0
2582,0.333333333333333,0.333333333333333,0.402777777777778,0
2583,0.4375,0.479166666666667,0.583333333333333,0.04166666666666702
2584,0.125,0.145833333333333,0.569444444444445,0.02083333333333301
2585,0.0208333333333333,0.0625,0.25,0.0416666666666667
2586,0.1875,0.208333333333333,0.5,0.02083333333333301
2587,0.270833333333333,0.3125,0.388888888888889,0.04166666666666702
2588,0.291666666666667,0.291666666666667,0.277777777777778,0
2589,0.791666666666667,0.875,0.805555555555555,0.08333333333333304
2590,0.3125,0.479166666666667,0.430555555555556,0.16666666666666702
2591,0.416666666666667,0.354166666666667,0.347222222222222,-0.0625
2592,0.0208333333333333,0.166666666666667,0.430555555555556,0.1458333333333337
2593,0.0625,0,0.430555555555556,-0.0625
2594,0.166666666666667,0.5625,0.333333333333333,0.39583333333333304
2595,0.166666666666667,0.208333333333333,0.541666666666667,0.04166666666666602
2596,0.541666666666667,0.333333333333333,0.5,-0.20833333333333398
2597,0.166666666666667,0.208333333333333,0.430555555555556,0.04166666666666602
2598,0.229166666666667,0.0833333333333333,0.916666666666667,-0.1458333333333337
2599,0.375,0,0.569444444444445,-0.375
2600,0.0416666666666667,0.0208333333333333,0.0972222222222222,-0.020833333333333398
2601,0.854166666666667,0.791666666666667,0.763888888888889,-0.0625
2602,0.458333333333333,0.291666666666667,0.736111111111111,-0.16666666666666596
2603,0,0,0.361111111111111,0
2604,0.0833333333333333,0.1875,0.375,0.1041666666666667
2605,0.4375,0.520833333333333,0.402777777777778,0.08333333333333304
2606,0.375,0.458333333333333,0.513888888888889,0.08333333333333298
2607,0.125,0.104166666666667,0.152777777777778,-0.020833333333332996
2608,0.354166666666667,0.4375,0.555555555555555,0.08333333333333298
2609,0,0.0208333333333333,0.25,0.0208333333333333
2610,0.0625,0.0833333333333333,0.888888888888889,0.0208333333333333
2611,0,0,0.5,0
2612,0.145833333333333,0.0208333333333333,0.222222222222222,-0.12499999999999971
2613,0,0,0.0833333333333333,0
2614,0,0,0.0833333333333333,0
2615,0.1875,0.375,0.458333333333333,0.1875
2616,0.0625,0.0208333333333333,0.166666666666667,-0.0416666666666667
2617,0.0416666666666667,0.0625,0.305555555555556,0.0208333333333333
2618,0.0625,0.104166666666667,0.416666666666667,0.041666666666667004
2619,0.125,0.0625,0.111111111111111,-0.0625
2620,0,0,0.208333333333333,0
2621,0,0.0416666666666667,0.361111111111111,0.0416666666666667
2622,0,0,0.277777777777778,0
2623,0.145833333333333,0.145833333333333,0.680555555555555,0
2624,0.0416666666666667,0.145833333333333,0,0.10416666666666631
2625,0.0416666666666667,0.0833333333333333,0.277777777777778,0.0416666666666666
2626,0.0416666666666667,0,0.208333333333333,-0.0416666666666667
2627,0,0,0.222222222222222,0
2628,0.104166666666667,0.0416666666666667,0.402777777777778,-0.0625000000000003
2629,0,0,0.263888888888889,0
2630,0.479166666666667,0.583333333333333,0.527777777777778,0.10416666666666602
2631,0.104166666666667,0.25,0.138888888888889,0.14583333333333298
2632,0.0625,0.208333333333333,0.430555555555556,0.145833333333333
2633,0.0833333333333333,0.0416666666666667,0.277777777777778,-0.0416666666666666
2634,0.0208333333333333,0,0.0416666666666667,-0.0208333333333333
2635,0.0833333333333333,0,0.125,-0.0833333333333333
2636,0.0416666666666667,0.0208333333333333,0.347222222222222,-0.020833333333333398
2637,0.0416666666666667,0.0208333333333333,0.277777777777778,-0.020833333333333398
2638,0,0,0.444444444444444,0
2639,0.0833333333333333,0.0625,0.319444444444444,-0.0208333333333333
2640,0.125,0.145833333333333,0.361111111111111,0.02083333333333301
2641,0.0833333333333333,0,0.277777777777778,-0.0833333333333333
2642,0.0416666666666667,0.0625,0.444444444444444,0.0208333333333333
2643,0.3125,0.395833333333333,0.472222222222222,0.08333333333333298
2644,0,0.0416666666666667,0.0972222222222222,0.0416666666666667
2645,0.0416666666666667,0,0.125,-0.0416666666666667
2646,0.0208333333333333,0,0.180555555555556,-0.0208333333333333
2647,0,0,0.111111111111111,0
2648,0.145833333333333,0.125,0.486111111111111,-0.02083333333333301
2649,0.166666666666667,0.1875,0.458333333333333,0.02083333333333301
2650,0,0.0416666666666667,0.152777777777778,0.0416666666666667
2651,0.4375,0.125,0.583333333333333,-0.3125
2652,0.541666666666667,0.479166666666667,0.625,-0.062499999999999944
2653,0.791666666666667,0.729166666666667,0.75,-0.0625
2654,0.145833333333333,0.125,0.5,-0.02083333333333301
2655,0.0625,0,0.0833333333333333,-0.0625
2656,0.125,0.291666666666667,0.402777777777778,0.16666666666666702
2657,0.0625,0.0833333333333333,0.277777777777778,0.0208333333333333
2658,0.1875,0.166666666666667,0.625,-0.02083333333333301
2659,0.0833333333333333,0.0833333333333333,0.222222222222222,0
2660,0.0208333333333333,0,0.458333333333333,-0.0208333333333333
2661,0.125,0.0208333333333333,0.347222222222222,-0.1041666666666667
2662,0.0625,0.0416666666666667,0.111111111111111,-0.0208333333333333
2663,0,0,0.166666666666667,0
2664,0.0208333333333333,0,0.333333333333333,-0.0208333333333333
2665,0.25,0.541666666666667,0.375,0.29166666666666696
2666,0.229166666666667,0.270833333333333,0.305555555555556,0.04166666666666599
2667,0,0,0.375,0
2668,0,0,0.305555555555556,0
2669,0.458333333333333,0.458333333333333,0.416666666666667,0
2670,0.0208333333333333,0.0416666666666667,0.277777777777778,0.020833333333333398
2671,0,0,0.416666666666667,0
2672,0.604166666666667,0.541666666666667,0.75,-0.0625
2673,0.0625,0,0.319444444444444,-0.0625
2674,0.291666666666667,0.291666666666667,0.416666666666667,0
2675,0,0,0.5,0
2676,0.458333333333333,0.833333333333333,0.541666666666667,0.37500000000000006
2677,0,0,0.263888888888889,0
2678,0.0416666666666667,0,0.305555555555556,-0.0416666666666667
2679,0.0833333333333333,0,0.263888888888889,-0.0833333333333333
2680,0.5,0.645833333333333,0.541666666666667,0.14583333333333304
2681,0.25,0.0833333333333333,0.305555555555556,-0.16666666666666669
2682,0.125,0.0208333333333333,0.444444444444444,-0.1041666666666667
2683,0.479166666666667,0.541666666666667,0.611111111111111,0.062499999999999944
2684,0.520833333333333,0.395833333333333,0.625,-0.12500000000000006
2685,0.0416666666666667,0.0208333333333333,0.208333333333333,-0.020833333333333398
2686,0.291666666666667,0.333333333333333,0.513888888888889,0.041666666666665964
2687,0.104166666666667,0.0833333333333333,0.583333333333333,-0.020833333333333703
2688,0.0625,0.0833333333333333,0.5,0.0208333333333333
2689,0,0,0.25,0
2690,0,0.104166666666667,0.486111111111111,0.104166666666667
2691,0.541666666666667,0.479166666666667,0.416666666666667,-0.062499999999999944
2692,0,0,0.472222222222222,0
2693,0.708333333333333,0.479166666666667,0.666666666666667,-0.22916666666666602
2694,0,0.5,0.0833333333333333,0.5
2695,0.104166666666667,0.0416666666666667,0.666666666666667,-0.0625000000000003
2696,0.0416666666666667,0.0208333333333333,0.319444444444444,-0.020833333333333398
2697,0.208333333333333,0.166666666666667,0.555555555555555,-0.04166666666666602
2698,0.0833333333333333,0,0.236111111111111,-0.0833333333333333
2699,0.0625,0.145833333333333,0.347222222222222,0.08333333333333301
2700,0.0625,0.0208333333333333,0.236111111111111,-0.0416666666666667
2701,0.0625,0.375,0.361111111111111,0.3125
2702,0.145833333333333,0.0208333333333333,0.527777777777778,-0.12499999999999971
2703,0.0208333333333333,0.1875,0.416666666666667,0.16666666666666669
2704,0.291666666666667,0.125,0.430555555555556,-0.16666666666666702
2705,0.104166666666667,0.1875,0.388888888888889,0.083333333333333
2706,0.0208333333333333,0.0416666666666667,0.569444444444445,0.020833333333333398
2707,0.0833333333333333,0.0208333333333333,0.0972222222222222,-0.0625
2708,0.5,0.541666666666667,0.527777777777778,0.04166666666666696
2709,0.166666666666667,0.0416666666666667,0.375,-0.12500000000000028
2710,0.0416666666666667,0.0625,0.25,0.0208333333333333
2711,0.0416666666666667,0,0.305555555555556,-0.0416666666666667
2712,0.25,0.291666666666667,0.444444444444444,0.04166666666666702
2713,0.229166666666667,0.708333333333333,0.791666666666667,0.4791666666666661
2714,0.895833333333333,0.604166666666667,0.819444444444445,-0.2916666666666661
2715,0,0,0.486111111111111,0
2716,0.833333333333333,0.833333333333333,0.916666666666667,0
2717,0.104166666666667,0.104166666666667,0.402777777777778,0
2718,0.0625,0.0625,0.486111111111111,0
2719,0.145833333333333,0.104166666666667,0.25,-0.041666666666666005
2720,0.708333333333333,0.666666666666667,0.847222222222222,-0.041666666666666075
2721,0.0833333333333333,0.0625,0.263888888888889,-0.0208333333333333
2722,0.0416666666666667,0.0208333333333333,0.402777777777778,-0.020833333333333398
2723,0,0,0.152777777777778,0
2724,0.0416666666666667,0.166666666666667,0.152777777777778,0.12500000000000028
2725,0.0416666666666667,0.0625,0.513888888888889,0.0208333333333333
2726,0.229166666666667,0.166666666666667,0.305555555555556,-0.0625
2727,0.0416666666666667,0,0.472222222222222,-0.0416666666666667
2728,0.125,0.583333333333333,0.291666666666667,0.45833333333333304
2729,0.458333333333333,0.333333333333333,0.472222222222222,-0.125
2730,0.104166666666667,0.0833333333333333,0.277777777777778,-0.020833333333333703
2731,0.25,0.1875,0.152777777777778,-0.0625
2732,0.0833333333333333,0.0625,0.5,-0.0208333333333333
2733,0,0.729166666666667,0.486111111111111,0.729166666666667
2734,0.0625,0.166666666666667,0.291666666666667,0.10416666666666699
2735,0.541666666666667,0.416666666666667,0.444444444444444,-0.12499999999999994
2736,0.625,0.5625,0.527777777777778,-0.0625
2737,0,0,0.416666666666667,0
2738,0.208333333333333,0.166666666666667,0.208333333333333,-0.04166666666666602
2739,0,0.208333333333333,0.263888888888889,0.208333333333333
2740,0.270833333333333,0.333333333333333,0.444444444444444,0.0625
2741,0.0833333333333333,0,0.472222222222222,-0.0833333333333333
2742,0.1875,0.208333333333333,0.222222222222222,0.02083333333333301
2743,0.625,0.75,0.638888888888889,0.125
2744,0.479166666666667,0.416666666666667,0.75,-0.0625
2745,0.354166666666667,0.25,0.472222222222222,-0.10416666666666702
2746,0.0416666666666667,0.0833333333333333,0.416666666666667,0.0416666666666666
2747,0.0833333333333333,0.125,0.597222222222222,0.0416666666666667
2748,0.145833333333333,0.104166666666667,0.527777777777778,-0.041666666666666005
2749,0,0,0.361111111111111,0
2750,0.0208333333333333,0.229166666666667,0.75,0.2083333333333337
2751,0.0625,0.0625,0.402777777777778,0
2752,0,0,0.166666666666667,0
2753,0.0416666666666667,0,0.583333333333333,-0.0416666666666667
2754,0.166666666666667,0.166666666666667,0.222222222222222,0
2755,0,0.0208333333333333,0.0694444444444445,0.0208333333333333
2756,0.0208333333333333,0,0.277777777777778,-0.0208333333333333
2757,0,0,0.430555555555556,0
2758,0.0208333333333333,0.0625,0.152777777777778,0.0416666666666667
2759,0.104166666666667,0.104166666666667,0.5,0
2760,0.0625,0.0625,0.361111111111111,0
2761,0,0.0416666666666667,0.305555555555556,0.0416666666666667
2762,0.166666666666667,0.208333333333333,0.694444444444445,0.04166666666666602
2763,0.479166666666667,0.5625,0.611111111111111,0.08333333333333298
2764,0,0,0.194444444444444,0
2765,0.4375,0.458333333333333,0.472222222222222,0.020833333333332982
2766,0.479166666666667,0.395833333333333,0.694444444444445,-0.08333333333333404
2767,0.833333333333333,0.833333333333333,0.819444444444445,0
2768,0.25,0.1875,0.458333333333333,-0.0625
2769,0.166666666666667,0.104166666666667,0.416666666666667,-0.062499999999999986
2770,0.125,0.104166666666667,0.430555555555556,-0.020833333333332996
2771,0.0416666666666667,0.0208333333333333,0.513888888888889,-0.020833333333333398
2772,0.0416666666666667,0.0833333333333333,0.236111111111111,0.0416666666666666
2773,0.145833333333333,0.125,0.416666666666667,-0.02083333333333301
2774,0.0625,0.1875,0.0694444444444445,0.125
2775,0.0625,0.0625,0.263888888888889,0
2776,0.125,0.5,0.791666666666667,0.375
2777,0,0,0.125,0
2778,0,0.291666666666667,0.333333333333333,0.291666666666667
2779,0.333333333333333,0.333333333333333,0.5,0
2780,0.104166666666667,0.291666666666667,0.263888888888889,0.1875
2781,0.125,0.0833333333333333,0.236111111111111,-0.0416666666666667
2782,0.0833333333333333,0.104166666666667,0.347222222222222,0.020833333333333703
2783,0.291666666666667,0.291666666666667,0.375,0
2784,0.0625,0.0416666666666667,0.402777777777778,-0.0208333333333333
2785,0.0416666666666667,0,0.222222222222222,-0.0416666666666667
2786,0.3125,0.458333333333333,0.444444444444444,0.14583333333333298
2787,0.333333333333333,0,1,-0.333333333333333
2788,0.0416666666666667,0,0.416666666666667,-0.0416666666666667
2789,1,1,0.916666666666667,0
2790,0.166666666666667,0.166666666666667,0.305555555555556,0
2791,0,0,0.0833333333333333,0
2792,0.541666666666667,0.5625,0.541666666666667,0.020833333333333037
2793,0.4375,0.166666666666667,0.611111111111111,-0.27083333333333304
2794,0,0,0.0833333333333333,0
2795,0,0,0.625,0
2796,0.5,0.5,0.444444444444444,0
2797,0,0,0.305555555555556,0
2798,0.0208333333333333,0.0208333333333333,0.222222222222222,0
2799,0,0.0208333333333333,0.305555555555556,0.0208333333333333
2800,0.0625,0.104166666666667,0.166666666666667,0.041666666666667004
2801,0,0.104166666666667,0.472222222222222,0.104166666666667
2802,0.395833333333333,0.395833333333333,0.638888888888889,0
2803,0.0625,0.166666666666667,0.25,0.10416666666666699
2804,0.145833333333333,0.208333333333333,0.125,0.0625
2805,0.125,0.166666666666667,0.569444444444445,0.04166666666666699
2806,0.0625,0.0625,0.194444444444444,0
2807,0.0208333333333333,0.0416666666666667,0.472222222222222,0.020833333333333398
2808,0.0416666666666667,0,0.152777777777778,-0.0416666666666667
2809,0.104166666666667,0.125,0.361111111111111,0.020833333333332996
2810,0.0416666666666667,0.0416666666666667,0.347222222222222,0
2811,0.0208333333333333,0,0.361111111111111,-0.0208333333333333
2812,0.0833333333333333,0.166666666666667,0.555555555555555,0.08333333333333369
2813,0.0833333333333333,0.0416666666666667,0.236111111111111,-0.0416666666666666
2814,0.0208333333333333,0.0208333333333333,0.361111111111111,0
2815,0.6875,0.416666666666667,0.402777777777778,-0.270833333333333
2816,0.0833333333333333,0.0416666666666667,0.458333333333333,-0.0416666666666666
2817,0.0416666666666667,0.0416666666666667,0.361111111111111,0
2818,0.0416666666666667,0.354166666666667,0.236111111111111,0.31250000000000033
2819,0.541666666666667,0.4375,0.583333333333333,-0.10416666666666696
2820,0.354166666666667,0.541666666666667,0.597222222222222,0.18749999999999994
2821,0.25,0,0.208333333333333,-0.25
2822,0.0208333333333333,0.0208333333333333,0.305555555555556,0
2823,0.125,0.229166666666667,0.333333333333333,0.10416666666666699
2824,0.0208333333333333,0.0208333333333333,0.166666666666667,0
2825,0.0625,0.0833333333333333,0.625,0.0208333333333333
2826,0.0625,0.104166666666667,0.430555555555556,0.041666666666667004
2827,0.145833333333333,0.1875,0.236111111111111,0.04166666666666699
2828,0.0625,0.104166666666667,0.263888888888889,0.041666666666667004
2829,0,0,0.569444444444445,0
2830,0.0833333333333333,0.125,0.208333333333333,0.0416666666666667
2831,0.166666666666667,0.0833333333333333,0.666666666666667,-0.08333333333333369
2832,0.0625,0.0416666666666667,0.152777777777778,-0.0208333333333333
2833,0.208333333333333,0.104166666666667,0.333333333333333,-0.104166666666666
2834,0,0,0.5,0
2835,0.333333333333333,0,0.458333333333333,-0.333333333333333
2836,0.0625,0.166666666666667,0.916666666666667,0.10416666666666699
2837,0,0,0.375,0
2838,0.0416666666666667,0.145833333333333,0.25,0.10416666666666631
2839,0,0.0625,0.430555555555556,0.0625
2840,0.208333333333333,0.25,0.5,0.04166666666666699
2841,0.3125,0.3125,0.180555555555556,0
2842,0.0208333333333333,0.770833333333333,0.611111111111111,0.7499999999999998
